i,promotion,gamma
5619,medium,1.360407676
5620,medium,1.287865478
5621,medium,1.204084885
5622,medium,1.303934941
5623,medium,1.202992458
5624,medium,1.349052991
5625,medium,1.379993467
5626,medium,1.361780493
5627,medium,1.200368513
5628,medium,1.242907044
5629,medium,1.217522238
5630,medium,1.202915427
5631,medium,1.378710376
5632,medium,1.370828787
5633,medium,1.37566527
5634,medium,1.366718609
5635,medium,1.390727622
5636,medium,1.213704505
5637,medium,1.314769711
5638,medium,1.228254067
5639,medium,1.220110412
5640,medium,1.290772253
5641,medium,1.339505964
5642,medium,1.221730163
5643,medium,1.216255021
5644,medium,1.284146344
5645,medium,1.353572162
5646,medium,1.269039153
5647,medium,1.359898857
5648,medium,1.304900612
5649,medium,1.23860791
5650,medium,1.218473074
5651,medium,1.237353161
5652,medium,1.204922674
5653,medium,1.276730076
5654,medium,1.327784964
5655,medium,1.3923678
5656,medium,1.239076317
5657,medium,1.305704931
5658,medium,1.213157581
5659,medium,1.210805101
5660,medium,1.355671582
5661,medium,1.309480977
5662,medium,1.209175139
5663,medium,1.25365423
5664,medium,1.244568888
5665,medium,1.216455996
5666,medium,1.347845053
5667,medium,1.303551189
5668,medium,1.34241326
5669,medium,1.326614214
5670,medium,1.298890553
5671,medium,1.394959894
5672,medium,1.298271561
5673,medium,1.211081848
5674,medium,1.323209568
5675,medium,1.267787303
5676,medium,1.358033603
5677,medium,1.364647577
5678,medium,1.276514069
5679,medium,1.220025665
5680,medium,1.295665996
5681,medium,1.334934956
5682,medium,1.29982739
5683,medium,1.266200731
5684,medium,1.319373624
5685,medium,1.260206458
5686,medium,1.201002957
5687,medium,1.231603281
5688,medium,1.348729749
5689,medium,1.325532515
5690,medium,1.203473714
5691,medium,1.331947128
5692,medium,1.273335773
5693,medium,1.219371287
5694,medium,1.371278734
5695,medium,1.243001031
5696,medium,1.391832188
5697,medium,1.384354973
5698,medium,1.225946365
5699,medium,1.272264156
5700,medium,1.392538083
5701,medium,1.264993347
5702,medium,1.308232785
5703,medium,1.268409421
5704,medium,1.253634713
5705,medium,1.347903898
5706,medium,1.272671503
5707,medium,1.218255385
5708,medium,1.371735902
5709,medium,1.328437574
5710,medium,1.205111258
5711,medium,1.249352466
5712,medium,1.249471605
5713,medium,1.326779045
5714,medium,1.399667865
5715,medium,1.336697612
5716,medium,1.218315706
5717,medium,1.313565049
5718,medium,1.208670783
5719,medium,1.352011282
5720,medium,1.379948108
5721,medium,1.294984502
5722,medium,1.279964915
5723,medium,1.374373402
5724,medium,1.270157635
5725,medium,1.219145757
5726,medium,1.213576201
5727,medium,1.320378182
5728,medium,1.209717974
5729,medium,1.257257728
5730,medium,1.328432279
5731,medium,1.346120186
5732,medium,1.334368496
5733,medium,1.344236412
5734,medium,1.256932692
5735,medium,1.348616317
5736,medium,1.264199551
5737,medium,1.278987295
5738,medium,1.241522177
5739,medium,1.220523757
5740,medium,1.257053792
5741,medium,1.285951138
5742,medium,1.247380818
5743,medium,1.348984005
5744,medium,1.373430105
5745,medium,1.38087888
5746,medium,1.2535136
5748,medium,1.26277247
5749,medium,1.244420421
5753,medium,1.345661629
5755,medium,1.345622935
5758,medium,1.216951084
5765,medium,1.389592455
5767,medium,1.259506497
5772,medium,1.241514135
5773,medium,1.26672109
5776,medium,1.307443796
5778,medium,1.395855999
5789,medium,1.254652552
5790,medium,1.257585109
5793,medium,1.201959382
5797,medium,1.2365047
5799,medium,1.261322171
5800,medium,1.303719696
5806,medium,1.283525258
5807,medium,1.226845166
5813,medium,1.256117491
5816,medium,1.308766807
5817,medium,1.355323217
5820,medium,1.224356224
5823,medium,1.289224335
5826,medium,1.349796136
5827,medium,1.372236405
5830,medium,1.337466083
5831,medium,1.264507314
5832,medium,1.348240731
5833,medium,1.203660547
5834,medium,1.257794958
5835,medium,1.275923262
5836,medium,1.200496037
5837,medium,1.364175022
5838,medium,1.257180797
5839,medium,1.378488521
5840,medium,1.253304015
5841,medium,1.210220682
5842,medium,1.311816351
5843,medium,1.3753853
5844,medium,1.270883354
5845,medium,1.349754967
5846,medium,1.361063023
5847,medium,1.296185227
5848,medium,1.301288919
5849,medium,1.34966078
5850,medium,1.373651527
5851,medium,1.233355716
5852,medium,1.381463473
5853,medium,1.318194572
5854,medium,1.266726751
5855,medium,1.213897201
5856,medium,1.397401294
5857,medium,1.308397083
5858,medium,1.233100791
5859,medium,1.209600199
5860,medium,1.275757296
5861,medium,1.287641676
5862,medium,1.347873272
5863,medium,1.345150322
5864,medium,1.267266314
5865,medium,1.229017099
5866,medium,1.340748656
5867,medium,1.394354641
5868,medium,1.368310042
5869,medium,1.285443711
5870,medium,1.247915906
5871,medium,1.311178269
5872,medium,1.216799015
5873,medium,1.236134826
5874,medium,1.347220314
5875,medium,1.238542913
5876,medium,1.331673025
5877,medium,1.38795075
5878,medium,1.222950385
5879,medium,1.276916881
5880,medium,1.333592592
5881,medium,1.227615421
5882,medium,1.202992154
5883,medium,1.315199217
5884,medium,1.399164895
5885,medium,1.377612098
5886,medium,1.272310998
5887,medium,1.340670748
5888,medium,1.231588682
5889,medium,1.333439285
5890,medium,1.21600467
5891,medium,1.277299307
5892,medium,1.319632161
5893,medium,1.302968644
5894,medium,1.239666269
5895,medium,1.227442013
5896,medium,1.302950004
5897,medium,1.337246704
5898,medium,1.208429927
5899,medium,1.321202761
5900,medium,1.279170863
5901,medium,1.337402657
5902,medium,1.39573277
5903,medium,1.219286776
5904,medium,1.260974102
5905,medium,1.320649268
5906,medium,1.228191644
5907,medium,1.208549298
5908,medium,1.315609532
5909,medium,1.251668771
5910,medium,1.206638535
5911,medium,1.334455677
5912,medium,1.377865007
5913,medium,1.20516115
5914,medium,1.304992837
5915,medium,1.358800517
5916,medium,1.308431743
5917,medium,1.366830502
5918,medium,1.245677992
5919,medium,1.242823137
5920,medium,1.288517595
5921,medium,1.283638825
5922,medium,1.210979811
5923,medium,1.202938061
5924,medium,1.258775368
5925,medium,1.266860575
5926,medium,1.353941428
5927,medium,1.246613474
5928,medium,1.252901949
5929,medium,1.386223917
5930,medium,1.286395372
5931,medium,1.348820483
5932,medium,1.282840824
5933,medium,1.245504656
5934,medium,1.335593174
5935,medium,1.368472637
5936,medium,1.339148072
5937,medium,1.212164232
5938,medium,1.210427612
5939,medium,1.341667222
5940,medium,1.278922885
5941,medium,1.374441589
5942,medium,1.343339627
5943,medium,1.309211359
5944,medium,1.323579491
5945,medium,1.383736958
5946,medium,1.320774864
5947,medium,1.366576112
5948,medium,1.287858762
5949,medium,1.222064132
5950,medium,1.223644586
5951,medium,1.359261047
5952,medium,1.391320243
5953,medium,1.376163117
5954,medium,1.347860916
5955,medium,1.253728076
5956,medium,1.395647728
5957,medium,1.208288258
5958,medium,1.217542525
5959,medium,1.325102464
5960,medium,1.217342942
5961,medium,1.396159861
5962,medium,1.299548559
5963,medium,1.220365426
5964,medium,1.355279726
5965,medium,1.254837557
5966,medium,1.314182939
5967,medium,1.388228353
5968,medium,1.221415242
5969,medium,1.306638668
5970,medium,1.39712642
5971,medium,1.316891007
5972,medium,1.248117231
5973,medium,1.274084644
5974,medium,1.284161487
5975,medium,1.221288671
5976,medium,1.363900401
5977,medium,1.364507739
5978,medium,1.330191619
5979,medium,1.367547113
5980,medium,1.319054862
5981,medium,1.244434409
5982,medium,1.330987932
5983,medium,1.358691169
5984,medium,1.269802135
5985,medium,1.37090189
5986,medium,1.32098747
5987,medium,1.292045449
5988,medium,1.339368245
5989,medium,1.264883606
5990,medium,1.367108161
5991,medium,1.203489117
5992,medium,1.3880597
5993,medium,1.284022628
5994,medium,1.349613659
5995,medium,1.33521685
5996,medium,1.325086071
5997,medium,1.330078444
5998,medium,1.349837547
5999,medium,1.38841205
6000,medium,1.233372439
6001,medium,1.275982417
6002,medium,1.355617677
6003,medium,1.321083157
6004,medium,1.373683437
6005,medium,1.315632973
6006,medium,1.203267903
6007,medium,1.295392489
6008,medium,1.228124653
6009,medium,1.279637286
6010,medium,1.388549452
6011,medium,1.249944857
6012,medium,1.319700249
6013,medium,1.369506906
6014,medium,1.363149288
6015,medium,1.338466599
6016,medium,1.237015716
6017,medium,1.385274144
6018,medium,1.289889566
6019,medium,1.248317394
6020,medium,1.317221012
6021,medium,1.31929775
6022,medium,1.373749967
6023,medium,1.289738915
6024,medium,1.298799437
6025,medium,1.279654911
6026,medium,1.266666595
6027,medium,1.279865663
6028,medium,1.20330897
6029,medium,1.24143203
6030,medium,1.34669254
6031,medium,1.263529192
6032,medium,1.237973839
6033,medium,1.395648691
6034,medium,1.327360413
6035,medium,1.224632551
6036,medium,1.281970158
6037,medium,1.255306824
6038,medium,1.351675769
6039,medium,1.301505909
6040,medium,1.27432144
6041,medium,1.323440097
6042,medium,1.337086316
6043,medium,1.36737759
6044,medium,1.396165428
6045,medium,1.203545221
6046,medium,1.388883773
6047,medium,1.279025806
6048,medium,1.233951851
6049,medium,1.215192709
6050,medium,1.238789265
6051,medium,1.372114839
6052,medium,1.393919447
6053,medium,1.208713698
6054,medium,1.382999592
6055,medium,1.332633025
6056,medium,1.373965735
6057,medium,1.228642691
6058,medium,1.23196757
6059,medium,1.392709006
6060,medium,1.351973354
6061,medium,1.337989135
6062,medium,1.362823118
6063,medium,1.209455878
6064,medium,1.338433467
6065,medium,1.23070595
6066,medium,1.34332627
6067,medium,1.280018079
6068,medium,1.254387572
6069,medium,1.349709763
6070,medium,1.380112755
6071,medium,1.202263419
6072,medium,1.32135287
6073,medium,1.333511735
6074,medium,1.36861742
6075,medium,1.387669096
6076,medium,1.264949391
6077,medium,1.202834649
6078,medium,1.350664114
6079,medium,1.340673816
6080,medium,1.337987519
6081,medium,1.389383499
6082,medium,1.264342331
6083,medium,1.251652727
6084,medium,1.222603493
6085,medium,1.344474743
6086,medium,1.310433739
6087,medium,1.31953805
6088,medium,1.307647267
6089,medium,1.355273111
6090,medium,1.298917999
6091,medium,1.309465514
6092,medium,1.2798785
6093,medium,1.255837648
6094,medium,1.314982241
6095,medium,1.303940615
6096,medium,1.354603808
6097,medium,1.355841253
6098,medium,1.29668626
6099,medium,1.240032289
6100,medium,1.323297252
6101,medium,1.33072746
6102,medium,1.332047989
6103,medium,1.210209892
6104,medium,1.363749619
6105,medium,1.381020688
6106,medium,1.276600432
6107,medium,1.392462817
6108,medium,1.376077711
6109,medium,1.372077425
6110,medium,1.300576604
6111,medium,1.250069273
6112,medium,1.370260267
6113,medium,1.340837599
6114,medium,1.276849501
6115,medium,1.342831206
6116,medium,1.202364848
6117,medium,1.272748969
6118,medium,1.33446619
6119,medium,1.292712659
6120,medium,1.29236444
6121,medium,1.295314807
6122,medium,1.327447258
6123,medium,1.277279415
6124,medium,1.330729952
6125,medium,1.298071891
6126,medium,1.351217446
6127,medium,1.207913515
6128,medium,1.241678801
6129,medium,1.362080827
6130,medium,1.30466537
6131,medium,1.328830327
6132,medium,1.37310741
6133,medium,1.343614895
6134,medium,1.255385594
6135,medium,1.263016245
6136,medium,1.329756103
6137,medium,1.364729229
6138,medium,1.209755952
6139,medium,1.247653903
6140,medium,1.379163014
6141,medium,1.301661916
6142,medium,1.23126919
6143,medium,1.266200029
6144,medium,1.318262739
6145,medium,1.266304796
6146,medium,1.224639378
6147,medium,1.229902993
6148,medium,1.328567892
6149,medium,1.219316859
6150,medium,1.265230375
6151,medium,1.372503399
6152,medium,1.296803592
6153,medium,1.266558081
6154,medium,1.206425918
6155,medium,1.381577861
6156,medium,1.219451985
6157,medium,1.228759419
6158,medium,1.299323536
6159,medium,1.213725188
6160,medium,1.330777614
6161,medium,1.26288096
6162,medium,1.31948323
6163,medium,1.332686993
6164,medium,1.386642056
6165,medium,1.385594976
6166,medium,1.30003019
6167,medium,1.317420011
6168,medium,1.320930139
6169,medium,1.249251373
6170,medium,1.293236605
6171,medium,1.35924657
6172,medium,1.286097794
6173,medium,1.383114084
6174,medium,1.325446135
6175,medium,1.289646464
6176,medium,1.247125478
6177,medium,1.295989042
6178,medium,1.385521917
6179,medium,1.268116414
6180,medium,1.337977879
6181,medium,1.393889167
6182,medium,1.326554166
6183,medium,1.308684447
6184,medium,1.359059241
6185,medium,1.307801641
6186,medium,1.311271044
6187,medium,1.203612124
6188,medium,1.342274426
6189,medium,1.367829189
6190,medium,1.384988661
6191,medium,1.394096198
6192,medium,1.228913188
6193,medium,1.340418371
6194,medium,1.291957046
6195,medium,1.235084131
6196,medium,1.386396399
6197,medium,1.245199047
6198,medium,1.240251704
6199,medium,1.347334091
6200,medium,1.218021244
6201,medium,1.243666031
6202,medium,1.396410568
6203,medium,1.398092727
6204,medium,1.287159614
6205,medium,1.305127597
6206,medium,1.250784597
6207,medium,1.306648501
6208,medium,1.242863886
6209,medium,1.368622826
6210,medium,1.200253924
6211,medium,1.331437782
6212,medium,1.212554329
6213,medium,1.203119134
6214,medium,1.352430796
6215,medium,1.299197426
6216,medium,1.272924828
6217,medium,1.211074943
6218,medium,1.361494418
6219,medium,1.228827533
6220,medium,1.389547413
6221,medium,1.303346993
6222,medium,1.306978554
6223,medium,1.205469051
6224,medium,1.368287946
6225,medium,1.380511391
6226,medium,1.221837486
6227,medium,1.202976978
6228,medium,1.393653961
6229,medium,1.342614675
6230,medium,1.239443258
6231,medium,1.370479553
6232,medium,1.361126564
6233,medium,1.29563774
6234,medium,1.334245519
6235,medium,1.344120868
6236,medium,1.224487766
6237,medium,1.219968539
6238,medium,1.393062009
6239,medium,1.235144364
6240,medium,1.314562278
6241,medium,1.326377225
6242,medium,1.211190228
6243,medium,1.366697016
6244,medium,1.390407213
6245,medium,1.259704607
6246,medium,1.385969513
6247,medium,1.292696143
6248,medium,1.256655224
6249,medium,1.255024166
6250,medium,1.359547117
6251,medium,1.308461277
6252,medium,1.330079577
6253,medium,1.217016107
6254,medium,1.298662939
6255,medium,1.255529864
6256,medium,1.345843007
6257,medium,1.208933197
6258,medium,1.234805603
6259,medium,1.340373767
6260,medium,1.368436304
6261,medium,1.393614167
6262,medium,1.374384564
6263,medium,1.370822898
6264,medium,1.341838679
6265,medium,1.329279469
6266,medium,1.285220196
6267,medium,1.268326022
6268,medium,1.307052188
6269,medium,1.338653645
6270,medium,1.22047401
6271,medium,1.388737994
6272,medium,1.347332909
6273,medium,1.379398979
6274,medium,1.218974991
6275,medium,1.248141013
6276,medium,1.368907377
6277,medium,1.360326197
6278,medium,1.359938756
6279,medium,1.348237812
6280,medium,1.33141718
6281,medium,1.357927197
6282,medium,1.371541504
6283,medium,1.293911613
6284,medium,1.334636198
6285,medium,1.304314943
6286,medium,1.312640016
6287,medium,1.298121194
6288,medium,1.280882024
6289,medium,1.391551869
6290,medium,1.21355939
6291,medium,1.281283098
6292,medium,1.262143553
6293,medium,1.297044528
6294,medium,1.213095801
6295,medium,1.386946811
6296,medium,1.323277037
6297,medium,1.348943691
6298,medium,1.250819844
6299,medium,1.228334419
6300,medium,1.315392199
6301,medium,1.395257393
6302,medium,1.256123175
6303,medium,1.260153136
6304,medium,1.33480757
6305,medium,1.22763898
6306,medium,1.364099255
6307,medium,1.294923733
6308,medium,1.341451451
6309,medium,1.230483436
6310,medium,1.351840086
6311,medium,1.208641441
6312,medium,1.295229588
6313,medium,1.387851914
6314,medium,1.282461036
6315,medium,1.295771261
6316,medium,1.329622833
6317,medium,1.362056055
6318,medium,1.315447683
6319,medium,1.359024993
6320,medium,1.318908168
6321,medium,1.336102387
6322,medium,1.31002408
6323,medium,1.358556435
6324,medium,1.319746922
6325,medium,1.391681663
6326,medium,1.356898974
6327,medium,1.349430376
6328,medium,1.296238013
6329,medium,1.277096757
6330,medium,1.366913032
6331,medium,1.262480307
6332,medium,1.282808372
6333,medium,1.309325645
6334,medium,1.321164025
6335,medium,1.266460129
6336,medium,1.217543466
6337,medium,1.259133614
6338,medium,1.339096552
6339,medium,1.388145322
6340,medium,1.332224578
6341,medium,1.248702323
6342,medium,1.256963006
6343,medium,1.272929445
6344,medium,1.356811578
6345,medium,1.367470066
6346,medium,1.336670149
6347,medium,1.369835918
6348,medium,1.225743731
6349,medium,1.23205851
6350,medium,1.336832258
6351,medium,1.331740284
6352,medium,1.252513781
6353,medium,1.348728931
6354,medium,1.322437484
6355,medium,1.228292687
6356,medium,1.288771505
6357,medium,1.221049451
6358,medium,1.375243234
6359,medium,1.283311005
6360,medium,1.359905915
6361,medium,1.27565533
6362,medium,1.372152416
6363,medium,1.315458982
6364,medium,1.35407108
6365,medium,1.308137998
6366,medium,1.212811814
6367,medium,1.289022266
6368,medium,1.31240919
6370,medium,1.38006023
6372,medium,1.386618553
6374,medium,1.230978629
6375,medium,1.262715873
6376,medium,1.271048323
6377,medium,1.276467468
6379,medium,1.266974596
6380,medium,1.324303783
6381,medium,1.308376343
6382,medium,1.201364511
6386,medium,1.271141334
6389,medium,1.398846131
6393,medium,1.333420058
6394,medium,1.307522452
6396,medium,1.244295037
6397,medium,1.290937216
6398,medium,1.247390668
6399,medium,1.333125752
6400,medium,1.380150183
6401,medium,1.253349711
6403,medium,1.277227816
6407,medium,1.317132169
6408,medium,1.350579225
6411,medium,1.370953586
6414,medium,1.278675163
6416,medium,1.288180335
6417,medium,1.248280331
6419,medium,1.206168392
6422,medium,1.398588474
6423,medium,1.200227931
6424,medium,1.322229541
6427,medium,1.216340958
6428,medium,1.244434052
6430,medium,1.203718371
6432,medium,1.358033862
6433,medium,1.343502606
6437,medium,1.225607755
6487,medium,1.269872613
6502,medium,1.388842247
6503,medium,1.366453831
6506,medium,1.229021314
6516,medium,1.312369371
6520,medium,1.250271892
6522,medium,1.229858558
6525,medium,1.322263162
6526,medium,1.253277329
6538,medium,1.217608266
6540,medium,1.201030729
6542,medium,1.377684172
6547,medium,1.215140561
6555,medium,1.313883601
6556,medium,1.395913291
6560,medium,1.205697386
6562,medium,1.341428193
6565,medium,1.224359378
6567,medium,1.275971423
6570,medium,1.397156456
6571,medium,1.299473593
6572,medium,1.369049028
6573,medium,1.334182937
6574,medium,1.339014602
6575,medium,1.359289186
6576,medium,1.284636659
6580,medium,1.371099156
6582,medium,1.396575453
6586,medium,1.243301885
6588,medium,1.219837888
6589,medium,1.295327186
6590,medium,1.316079394
6591,medium,1.211320758
6594,medium,1.222524463
6595,medium,1.341567324
6596,medium,1.39013907
6606,medium,1.379785558
6607,medium,1.238842445
6608,medium,1.259872829
6609,medium,1.285928443
6617,medium,1.287876182
6618,medium,1.23150357
6619,medium,1.215496103
6620,medium,1.321895347
6621,medium,1.342829626
6622,medium,1.354861575
6623,medium,1.270450185
6624,medium,1.393057333
6625,medium,1.277447419
6626,medium,1.220287715
6627,medium,1.386743273
6628,medium,1.236007089
6629,medium,1.350668304
6630,medium,1.304376054
6631,medium,1.320919994
6632,medium,1.323181351
6633,medium,1.215203167
6634,medium,1.339183294
6635,medium,1.396568005
6636,medium,1.233935475
6637,medium,1.39803789
6638,medium,1.372613328
6639,medium,1.362081353
6640,medium,1.213688775
6641,medium,1.279535568
6642,medium,1.251706144
6643,medium,1.252811417
6644,medium,1.209238217
6645,medium,1.270611861
6646,medium,1.286416691
6647,medium,1.368457148
6648,medium,1.28588913
6649,medium,1.321491454
6650,medium,1.249146949
6651,medium,1.201533893
6652,medium,1.363147742
6653,medium,1.377498561
6654,medium,1.300494491
6655,medium,1.388184899
6656,medium,1.354332042
6657,medium,1.23383201
6658,medium,1.366139958
6659,medium,1.370885215
6660,medium,1.348585102
6661,medium,1.213195852
6662,medium,1.377863922
6663,medium,1.239724768
6664,medium,1.331979311
6665,medium,1.210556097
6666,medium,1.399176785
6667,medium,1.245363563
6668,medium,1.317901234
6669,medium,1.200416042
6670,medium,1.367160579
6671,medium,1.397494625
6672,medium,1.361714007
6673,medium,1.228579854
6674,medium,1.23659079
6675,medium,1.296261878
6676,medium,1.318540962
6677,medium,1.303113185
6678,medium,1.35540552
6679,medium,1.221324834
6680,medium,1.341053929
6681,medium,1.25578313
6682,medium,1.372163278
6683,medium,1.395276332
6684,medium,1.345001686
6685,medium,1.324315784
6686,medium,1.280210714
6687,medium,1.284561255
6688,medium,1.361538975
6689,medium,1.208391022
6690,medium,1.236865895
6691,medium,1.259371105
6692,medium,1.392990789
6693,medium,1.350036922
6694,medium,1.386049171
6695,medium,1.354573277
6696,medium,1.289221331
6697,medium,1.300295574
6698,medium,1.279688156
6699,medium,1.295411209
6700,medium,1.399065816
6701,medium,1.227367295
6702,medium,1.273393465
6703,medium,1.237791932
6704,medium,1.375131679
6705,medium,1.236067462
6706,medium,1.230581546
6707,medium,1.259042653
6708,medium,1.296206914
6709,medium,1.293142739
6710,medium,1.318462588
6711,medium,1.364036231
6712,medium,1.254093594
6713,medium,1.350467989
6714,medium,1.238027405
6715,medium,1.314444953
6716,medium,1.322861177
6717,medium,1.359922224
6718,medium,1.296880122
6719,medium,1.216956447
6720,medium,1.227703441
6721,medium,1.204229371
6722,medium,1.372806956
6723,medium,1.293722635
6724,medium,1.243203547
6725,medium,1.391242961
6726,medium,1.226360667
6727,medium,1.240317618
6728,medium,1.347895621
6729,medium,1.389950952
6730,medium,1.202921364
6731,medium,1.234148663
6732,medium,1.308452467
6733,medium,1.367603939
6734,medium,1.221455673
6735,medium,1.340048843
6736,medium,1.238072486
6740,medium,1.234790971
6741,medium,1.260515729
6743,medium,1.31086374
6746,medium,1.237838674
6749,medium,1.272323052
6750,medium,1.310599238
6753,medium,1.393369576
6754,medium,1.345057353
6755,medium,1.37140393
6756,medium,1.258717024
6757,medium,1.210016916
6758,medium,1.203853997
6759,medium,1.293510923
6760,medium,1.28106694
6762,medium,1.325029798
6763,medium,1.239421053
6764,medium,1.380327002
6765,medium,1.28907266
6768,medium,1.276248379
6769,medium,1.250177648
6770,medium,1.290897409
6772,medium,1.355696839
6774,medium,1.317259232
6776,medium,1.322243792
6777,medium,1.214211755
6778,medium,1.230009874
6779,medium,1.267624542
6780,medium,1.394993405
6781,medium,1.324117145
6782,medium,1.254846977
6783,medium,1.239336689
6784,medium,1.233450238
6785,medium,1.391686267
6786,medium,1.240305649
6787,medium,1.249778742
6788,medium,1.35445926
6789,medium,1.300979445
6790,medium,1.257214169
6791,medium,1.254522893
6792,medium,1.262078242
6793,medium,1.384248285
6794,medium,1.267607919
6795,medium,1.361911277
6796,medium,1.360664859
6797,medium,1.246262847
6798,medium,1.285183014
6799,medium,1.225070858
6800,medium,1.275530589
6801,medium,1.214302292
6802,medium,1.306060858
6803,medium,1.337371872
6804,medium,1.399173635
6805,medium,1.202093175
6806,medium,1.372797712
6807,medium,1.355829155
6808,medium,1.307624015
6809,medium,1.284333011
6810,medium,1.316501189
6811,medium,1.384812122
6812,medium,1.224345515
6813,medium,1.359295586
6814,medium,1.355026682
6815,medium,1.206684594
6816,medium,1.202429302
6817,medium,1.356126144
6818,medium,1.397780394
6819,medium,1.347581895
6820,medium,1.339834717
6821,medium,1.276788347
6822,medium,1.35754872
6823,medium,1.379607716
6824,medium,1.283801049
6825,medium,1.353060517
6826,medium,1.302486028
6827,medium,1.312622387
6828,medium,1.257952032
6829,medium,1.302169258
6830,medium,1.398956214
6831,medium,1.360770779
6832,medium,1.266100678
6833,medium,1.326158455
6834,medium,1.346533435
6835,medium,1.342016734
6836,medium,1.369969907
6837,medium,1.288642158
6838,medium,1.329183197
6839,medium,1.307755384
6840,medium,1.242755326
6841,medium,1.284829379
6842,medium,1.391435908
6843,medium,1.313681643
6844,medium,1.26536539
6845,medium,1.354560073
6846,medium,1.215441482
6847,medium,1.299455946
6848,medium,1.353405995
6849,medium,1.234603491
6850,medium,1.258983734
6851,medium,1.309264068
6852,medium,1.337096102
6853,medium,1.200336651
6854,medium,1.317438462
6855,medium,1.33937003
6856,medium,1.235438676
6857,medium,1.38847762
6858,medium,1.253165338
6859,medium,1.31066703
6860,medium,1.367990131
6861,medium,1.33476181
6862,medium,1.267515504
6863,medium,1.380361666
6864,medium,1.300867069
6865,medium,1.374869874
6867,medium,1.353222077
6868,medium,1.370956716
6871,medium,1.344321947
6872,medium,1.363047559
6873,medium,1.292455183
6875,medium,1.335573816
6877,medium,1.310898311
6878,medium,1.207683018
6879,medium,1.235997434
6880,medium,1.384186521
6883,medium,1.329715259
6884,medium,1.224110622
6885,medium,1.282439743
6891,medium,1.231465208
6892,medium,1.366452298
6894,medium,1.367320454
6897,medium,1.287481005
6900,medium,1.218045778
6901,medium,1.324344948
6902,medium,1.315182722
6903,medium,1.311499357
6904,medium,1.286671512
6905,medium,1.258902067
6906,medium,1.236696075
6907,medium,1.207529157
6908,medium,1.290333852
6909,medium,1.397895864
6910,medium,1.355829168
6911,medium,1.335163039
6912,medium,1.265716993
6913,medium,1.282772239
6914,medium,1.379670264
6915,medium,1.235577016
6916,medium,1.370853134
6917,medium,1.356730861
6918,medium,1.238108682
6919,medium,1.217448907
6920,medium,1.258534783
6921,medium,1.247597124
6922,medium,1.247733737
6923,medium,1.271786735
6924,medium,1.337710736
6925,medium,1.336456336
6926,medium,1.364831314
6927,medium,1.366145345
6928,medium,1.383376109
6929,medium,1.323722725
6930,medium,1.388433232
6931,medium,1.238233608
6932,medium,1.312801246
6933,medium,1.232116588
6934,medium,1.29415484
6935,medium,1.390418085
6936,medium,1.249052138
6937,medium,1.219345161
6938,medium,1.23743899
6939,medium,1.398347963
6940,medium,1.384916123
6941,medium,1.377772195
6942,medium,1.254465977
6943,medium,1.271234144
6944,medium,1.28439119
6945,medium,1.288062014
6946,medium,1.305133881
6947,medium,1.261192298
6948,medium,1.258913843
6949,medium,1.343801933
6950,medium,1.285070157
6951,medium,1.221778508
6952,medium,1.386887305
6953,medium,1.30655499
6954,medium,1.200311974
6955,medium,1.253377352
6956,medium,1.285909281
6957,medium,1.209784845
6958,medium,1.275913153
6959,medium,1.346950916
6960,medium,1.223053959
6961,medium,1.353495209
6962,medium,1.25314537
6963,medium,1.239727455
6964,medium,1.241734826
6965,medium,1.28445271
6966,medium,1.244597266
6967,medium,1.242174597
6968,medium,1.251167757
6969,medium,1.301544059
6970,medium,1.225857865
6971,medium,1.349398098
6972,medium,1.331375486
6973,medium,1.347929344
6974,medium,1.36382076
6975,medium,1.399307309
6976,medium,1.379873744
6977,medium,1.277926639
6978,medium,1.326751801
6979,medium,1.356949206
6980,medium,1.386980667
6981,medium,1.221964621
6982,medium,1.248932614
6983,medium,1.245353895
6984,medium,1.272645944
6985,medium,1.35015435
6986,medium,1.347626934
6987,medium,1.360392449
6988,medium,1.334523456
6989,medium,1.280903655
6990,medium,1.379714176
6991,medium,1.34175575
6992,medium,1.315302797
6993,medium,1.375541517
6994,medium,1.33922167
6995,medium,1.310428978
6996,medium,1.321197897
6997,medium,1.25981981
6998,medium,1.248120506
6999,medium,1.314530463
7000,medium,1.344369767
7001,medium,1.326563946
7002,medium,1.289464806
7003,medium,1.355672887
7004,medium,1.391992769
7005,medium,1.393435462
7006,medium,1.388454795
7007,medium,1.206472317
7008,medium,1.352833146
7009,medium,1.250747484
7010,medium,1.262623112
7011,medium,1.31548794
7012,medium,1.229279635
7013,medium,1.200736734
7014,medium,1.321137712
7015,medium,1.226713645
7016,medium,1.234916465
7017,medium,1.253241656
7018,medium,1.21901819
7019,medium,1.218319033
7020,medium,1.347589291
7021,medium,1.258801184
7022,medium,1.394019053
7023,medium,1.356637947
7024,medium,1.365796035
7025,medium,1.217038295
7026,medium,1.272287031
7027,medium,1.245951575
7028,medium,1.30734094
7029,medium,1.27420204
7030,medium,1.389023073
7031,medium,1.350946567
7032,medium,1.384456435
7033,medium,1.35573317
7034,medium,1.325550086
7035,medium,1.309221866
7036,medium,1.210091139
7037,medium,1.230840046
7038,medium,1.212039063
7039,medium,1.240625822
7040,medium,1.313895955
7041,medium,1.335484163
7042,medium,1.354839571
7043,medium,1.375892793
7044,medium,1.208051078
