i,revision,theta
6078,medium,0.569206296
6079,medium,0.410171837
6080,medium,0.581369275
6081,medium,0.539051666
6082,medium,0.69960513
6083,medium,0.537610871
6084,medium,0.609596584
6085,medium,0.417857749
6086,medium,0.531439087
6087,medium,0.473366334
6088,medium,0.501522434
6089,medium,0.598416849
6090,medium,0.636747432
6091,medium,0.611362319
6092,medium,0.593152038
6093,medium,0.630056808
6094,medium,0.668435843
6095,medium,0.510637988
6096,medium,0.638522274
6097,medium,0.481121087
6098,medium,0.597800077
6099,medium,0.515272756
6100,medium,0.52917056
6101,medium,0.550136317
6102,medium,0.60830572
6103,medium,0.427243877
6104,medium,0.657347347
6105,medium,0.4916733
6106,medium,0.40490354
6107,medium,0.586861963
6108,medium,0.449365607
6109,medium,0.685948341
6110,medium,0.456228963
6111,medium,0.610970237
6112,medium,0.420790359
6113,medium,0.523972772
6114,medium,0.406030736
6115,medium,0.650199915
6116,medium,0.547594156
6117,medium,0.487317752
6118,medium,0.637753887
6119,medium,0.634271671
6120,medium,0.677038194
6121,medium,0.499952015
6122,medium,0.502206254
6123,medium,0.604994588
6124,medium,0.536828039
6125,medium,0.674778702
6126,medium,0.625058308
6127,medium,0.440523286
6128,medium,0.606960944
6129,medium,0.689731296
6130,medium,0.660334969
6131,medium,0.603966007
6132,medium,0.677184152
6133,medium,0.665997639
6134,medium,0.669560523
6135,medium,0.511320546
6136,medium,0.608646535
6137,medium,0.688952207
6138,medium,0.558383471
6139,medium,0.446454403
6140,medium,0.469277759
6141,medium,0.582189995
6142,medium,0.450892079
6143,medium,0.411481869
6144,medium,0.608038621
6145,medium,0.460430062
6146,medium,0.690067829
6147,medium,0.696511305
6148,medium,0.62479816
6149,medium,0.570159611
6150,medium,0.68950802
6151,medium,0.468076853
6152,medium,0.505838003
6153,medium,0.502327636
6154,medium,0.675898607
6155,medium,0.659527139
6156,medium,0.677804065
6157,medium,0.625181836
6158,medium,0.585189283
6159,medium,0.60933849
6160,medium,0.526195394
6161,medium,0.508820673
6162,medium,0.663631381
6163,medium,0.641512944
6164,medium,0.59087274
6165,medium,0.619393701
6166,medium,0.628164706
6167,medium,0.679012966
6168,medium,0.493575693
6169,medium,0.599920138
6170,medium,0.405317128
6171,medium,0.623809026
6172,medium,0.610153937
6173,medium,0.561393648
6174,medium,0.606076501
6175,medium,0.411621815
6176,medium,0.521941787
6177,medium,0.434340335
6178,medium,0.549068449
6179,medium,0.427786448
6180,medium,0.684244583
6181,medium,0.457289494
6182,medium,0.652821936
6183,medium,0.694948004
6184,medium,0.609019785
6185,medium,0.401413476
6186,medium,0.615975174
6187,medium,0.611938644
6188,medium,0.622202178
6189,medium,0.67446709
6190,medium,0.67307392
6191,medium,0.48009141
6192,medium,0.468313402
6193,medium,0.559296661
6194,medium,0.580134034
6195,medium,0.629994063
6196,medium,0.42899128
6197,medium,0.508650005
6198,medium,0.515139512
6199,medium,0.697600696
6200,medium,0.509554469
6201,medium,0.563466733
6202,medium,0.442339267
6203,medium,0.479773622
6204,medium,0.517755014
6205,medium,0.427934853
6206,medium,0.445334559
6207,medium,0.622580688
6208,medium,0.428230478
6209,medium,0.436504833
6210,medium,0.665844236
6211,medium,0.441923125
6212,medium,0.627327686
6213,medium,0.610969015
6214,medium,0.45583005
6215,medium,0.440899993
6216,medium,0.50020542
6217,medium,0.599371941
6218,medium,0.511280933
6219,medium,0.493768227
6220,medium,0.427366266
6221,medium,0.487835423
6222,medium,0.507072178
6223,medium,0.439339423
6224,medium,0.56153846
6225,medium,0.694042745
6226,medium,0.411354868
6227,medium,0.697087353
6228,medium,0.567375185
6229,medium,0.699604737
6230,medium,0.439324658
6231,medium,0.411099313
6232,medium,0.51332519
6233,medium,0.456121888
6234,medium,0.497334914
6235,medium,0.584885708
6236,medium,0.675885003
6237,medium,0.628832112
6238,medium,0.423304586
6239,medium,0.560028577
6240,medium,0.419966302
6241,medium,0.439928588
6242,medium,0.531202667
6243,medium,0.511651626
6244,medium,0.563310007
6245,medium,0.497055737
6246,medium,0.612329123
6247,medium,0.685559845
6248,medium,0.403241716
6249,medium,0.641541267
6250,medium,0.560859047
6251,medium,0.639063127
6252,medium,0.59789139
6253,medium,0.424641514
6254,medium,0.510431634
6255,medium,0.61009874
6256,medium,0.491928936
6257,medium,0.484423361
6258,medium,0.441603487
6259,medium,0.501864202
6260,medium,0.619142558
6261,medium,0.509748492
6262,medium,0.492136907
6263,medium,0.505057544
6264,medium,0.569199096
6265,medium,0.563630738
6266,medium,0.67916526
6267,medium,0.442226871
6268,medium,0.454411108
6269,medium,0.687852393
6270,medium,0.559348521
6271,medium,0.50858683
6272,medium,0.676544081
6273,medium,0.645850149
6274,medium,0.46414066
6275,medium,0.652402769
6276,medium,0.626860263
6277,medium,0.531615118
6278,medium,0.634277789
6279,medium,0.576757606
6280,medium,0.518932499
6281,medium,0.421140796
6282,medium,0.6332897
6283,medium,0.430698339
6284,medium,0.515157435
6285,medium,0.550041195
6286,medium,0.518695448
6287,medium,0.548670156
6288,medium,0.546521527
6289,medium,0.627326946
6290,medium,0.563525036
6291,medium,0.504056293
6292,medium,0.669649677
6293,medium,0.698564924
6294,medium,0.598799645
6295,medium,0.694000819
6296,medium,0.669485242
6297,medium,0.540308668
6298,medium,0.420099488
6299,medium,0.68614455
6300,medium,0.470516801
6301,medium,0.610246175
6302,medium,0.429310716
6303,medium,0.534126852
6304,medium,0.614742919
6305,medium,0.427243311
6306,medium,0.554868187
6307,medium,0.697798689
6308,medium,0.437811577
6309,medium,0.622590815
6310,medium,0.590597127
6311,medium,0.561295204
6312,medium,0.67252462
6313,medium,0.668323486
6314,medium,0.434979954
6315,medium,0.489245195
6316,medium,0.500686948
6317,medium,0.400997161
6318,medium,0.512827864
6319,medium,0.486111541
6320,medium,0.518151908
6321,medium,0.577672928
6322,medium,0.642076966
6323,medium,0.56874529
6324,medium,0.616003422
6325,medium,0.577338668
6326,medium,0.511749367
6327,medium,0.538607477
6328,medium,0.523367387
6329,medium,0.413496202
6330,medium,0.575417651
6331,medium,0.420126363
6332,medium,0.647273357
6333,medium,0.457693349
6334,medium,0.407270764
6335,medium,0.672212797
6336,medium,0.682393383
6337,medium,0.595337846
6338,medium,0.510743397
6339,medium,0.453313337
6340,medium,0.631084535
6341,medium,0.421797385
6342,medium,0.408404566
6343,medium,0.607119447
6344,medium,0.519166088
6345,medium,0.45129166
6346,medium,0.497514845
6347,medium,0.621157992
6348,medium,0.623495035
6349,medium,0.526133603
6350,medium,0.450383358
6351,medium,0.584232917
6352,medium,0.469390547
6353,medium,0.607132107
6354,medium,0.546948202
6355,medium,0.522755442
6356,medium,0.424456088
6357,medium,0.632580237
6358,medium,0.480909295
6359,medium,0.414343873
6360,medium,0.418250005
6361,medium,0.497237047
6362,medium,0.540082443
6363,medium,0.647907419
6364,medium,0.406488913
6365,medium,0.678944239
6366,medium,0.683031436
6367,medium,0.4379974
6368,medium,0.513960491
6370,medium,0.552505156
6372,medium,0.543248107
6374,medium,0.49375258
6375,medium,0.496440244
6376,medium,0.530137647
6377,medium,0.559877964
6379,medium,0.479164755
6380,medium,0.691167152
6381,medium,0.502475495
6382,medium,0.43169146
6386,medium,0.485177288
6389,medium,0.609134025
6393,medium,0.633997552
6394,medium,0.562006963
6396,medium,0.602948055
6397,medium,0.411390611
6398,medium,0.628293508
6399,medium,0.60434597
6400,medium,0.685961692
6401,medium,0.653760341
6403,medium,0.587765875
6407,medium,0.501748311
6408,medium,0.654761108
6411,medium,0.454842373
6414,medium,0.516985148
6416,medium,0.44906422
6417,medium,0.669575223
6419,medium,0.637759007
6422,medium,0.542703865
6423,medium,0.591262869
6424,medium,0.545850777
6427,medium,0.414535941
6428,medium,0.639701671
6430,medium,0.697156994
6432,medium,0.504783759
6433,medium,0.492593307
6437,medium,0.537246266
6487,medium,0.556109143
6502,medium,0.630280892
6503,medium,0.452737159
6506,medium,0.576530019
6516,medium,0.698520539
6520,medium,0.649994984
6522,medium,0.630036907
6525,medium,0.673985377
6526,medium,0.53728483
6538,medium,0.636454481
6540,medium,0.55777975
6542,medium,0.536000912
6547,medium,0.605318026
6555,medium,0.454482798
6556,medium,0.514507677
6560,medium,0.401014804
6562,medium,0.469609386
6565,medium,0.554571087
6567,medium,0.490007982
6570,medium,0.593659711
6571,medium,0.526487887
6572,medium,0.683909183
6573,medium,0.625728551
6574,medium,0.545815971
6575,medium,0.639484998
6576,medium,0.643508723
6580,medium,0.693082945
6582,medium,0.589386221
6586,medium,0.432562235
6588,medium,0.445878335
6589,medium,0.584987702
6590,medium,0.655412355
6591,medium,0.420902267
6594,medium,0.553718665
6595,medium,0.407997513
6596,medium,0.494213237
6606,medium,0.6037591
6607,medium,0.422085226
6608,medium,0.515118702
6609,medium,0.505789219
6617,medium,0.544473616
6618,medium,0.510799171
6619,medium,0.687355399
6620,medium,0.593841679
6621,medium,0.616046727
6622,medium,0.587021022
6623,medium,0.524005023
6624,medium,0.454961282
6625,medium,0.527173028
6626,medium,0.531748017
6627,medium,0.552316704
6628,medium,0.515872318
6629,medium,0.570587243
6630,medium,0.450133784
6631,medium,0.448817877
6632,medium,0.607350816
6633,medium,0.549819292
6634,medium,0.490370327
6635,medium,0.609726571
6636,medium,0.499545752
6637,medium,0.692086801
6638,medium,0.509488034
6639,medium,0.605181966
6640,medium,0.50763184
6641,medium,0.416995496
6642,medium,0.430507125
6643,medium,0.52419207
6644,medium,0.600725124
6645,medium,0.545329289
6646,medium,0.402746218
6647,medium,0.510536587
6648,medium,0.425796424
6649,medium,0.675122941
6650,medium,0.585919099
6651,medium,0.566477098
6652,medium,0.618787052
6653,medium,0.538330223
6654,medium,0.675588913
6655,medium,0.511976959
6656,medium,0.423019387
6657,medium,0.554311297
6658,medium,0.571440222
6659,medium,0.461714337
6660,medium,0.475869858
6661,medium,0.57764226
6662,medium,0.554647771
6663,medium,0.566145213
6664,medium,0.436173675
6665,medium,0.634554489
6666,medium,0.409335341
6667,medium,0.537584662
6668,medium,0.570956991
6669,medium,0.516868385
6670,medium,0.560463974
6671,medium,0.43454
6672,medium,0.643669578
6673,medium,0.633062624
6674,medium,0.636992583
6675,medium,0.520252362
6676,medium,0.419904517
6677,medium,0.51046146
6678,medium,0.674470912
6679,medium,0.512354172
6680,medium,0.451688742
6681,medium,0.549784438
6682,medium,0.42438334
6683,medium,0.426387233
6684,medium,0.481322973
6685,medium,0.569665237
6686,medium,0.498174241
6687,medium,0.615792919
6688,medium,0.447304465
6689,medium,0.63416304
6690,medium,0.422210327
6691,medium,0.584749301
6692,medium,0.410599241
6693,medium,0.403605264
6694,medium,0.563556198
6695,medium,0.635845009
6696,medium,0.64397115
6697,medium,0.653579344
6698,medium,0.641212043
6699,medium,0.655765447
6700,medium,0.528703438
6701,medium,0.693055198
6702,medium,0.404741431
6703,medium,0.48914675
6704,medium,0.585206983
6705,medium,0.587119341
6706,medium,0.550313679
6707,medium,0.506009346
6708,medium,0.431827047
6709,medium,0.424982762
6710,medium,0.459580009
6711,medium,0.413800662
6712,medium,0.517924419
6713,medium,0.439821349
6714,medium,0.464196727
6715,medium,0.425515962
6716,medium,0.439743963
6717,medium,0.446005875
6718,medium,0.634915667
6719,medium,0.567043927
6720,medium,0.438336346
6721,medium,0.445111416
6722,medium,0.435273219
6723,medium,0.682491181
6724,medium,0.482797999
6725,medium,0.573942809
6726,medium,0.686407441
6727,medium,0.505236085
6728,medium,0.537733667
6729,medium,0.442997584
6730,medium,0.45406286
6731,medium,0.674057387
6732,medium,0.552639215
6733,medium,0.509793397
6734,medium,0.444131906
6735,medium,0.647011855
6736,medium,0.54294557
6740,medium,0.568134648
6741,medium,0.484075317
6743,medium,0.488277722
6746,medium,0.489380658
6749,medium,0.636300068
6750,medium,0.526033789
6753,medium,0.522602962
6754,medium,0.415219475
6755,medium,0.438766159
6756,medium,0.625091005
6757,medium,0.628819492
6758,medium,0.643255771
6759,medium,0.615699271
6760,medium,0.596731367
6762,medium,0.462931859
6763,medium,0.45396807
6764,medium,0.495238904
6765,medium,0.509097671
6768,medium,0.493958979
6769,medium,0.477777018
6770,medium,0.517025797
6772,medium,0.622422384
6774,medium,0.508618811
6776,medium,0.437240755
6777,medium,0.50281765
6778,medium,0.422797714
6779,medium,0.579187617
6780,medium,0.685229592
6781,medium,0.449667828
6782,medium,0.538879439
6783,medium,0.438619796
6784,medium,0.52916595
6785,medium,0.670286647
6786,medium,0.593350513
6787,medium,0.488922397
6788,medium,0.523558774
6789,medium,0.414704493
6790,medium,0.483966459
6791,medium,0.655349528
6792,medium,0.434375981
6793,medium,0.640901091
6794,medium,0.47213068
6795,medium,0.414689807
6796,medium,0.410278107
6797,medium,0.670842337
6798,medium,0.453271544
6799,medium,0.679715258
6800,medium,0.552051258
6801,medium,0.682205897
6802,medium,0.643074346
6803,medium,0.640220678
6804,medium,0.41036326
6805,medium,0.650205216
6806,medium,0.554798083
6807,medium,0.608114442
6808,medium,0.655917066
6809,medium,0.540145916
6810,medium,0.671866127
6811,medium,0.656570634
6812,medium,0.522367438
6813,medium,0.420259872
6814,medium,0.523961527
6815,medium,0.501904103
6816,medium,0.619083188
6817,medium,0.676041017
6818,medium,0.563362169
6819,medium,0.507729333
6820,medium,0.672458339
6821,medium,0.53455892
6822,medium,0.645063437
6823,medium,0.483711532
6824,medium,0.447128798
6825,medium,0.541097282
6826,medium,0.444475616
6827,medium,0.632819338
6828,medium,0.632385059
6829,medium,0.544887762
6830,medium,0.624518116
6831,medium,0.483323462
6832,medium,0.532305693
6833,medium,0.597162842
6834,medium,0.420121146
6835,medium,0.514859898
6836,medium,0.418527163
6837,medium,0.610436285
6838,medium,0.697746184
6839,medium,0.501177909
6840,medium,0.538172762
6841,medium,0.695985781
6842,medium,0.467437756
6843,medium,0.403673975
6844,medium,0.486619178
6845,medium,0.562852114
6846,medium,0.420189732
6847,medium,0.458283055
6848,medium,0.674988785
6849,medium,0.620820598
6850,medium,0.495767896
6851,medium,0.517791462
6852,medium,0.663171545
6853,medium,0.424655099
6854,medium,0.609518745
6855,medium,0.616325738
6856,medium,0.450601695
6857,medium,0.625972308
6858,medium,0.447363332
6859,medium,0.542330319
6860,medium,0.572173331
6861,medium,0.652170574
6862,medium,0.666326843
6863,medium,0.472150985
6864,medium,0.462817396
6865,medium,0.475966455
6867,medium,0.600089506
6868,medium,0.457254819
6871,medium,0.61896225
6872,medium,0.510382866
6873,medium,0.539237199
6875,medium,0.5164042
6877,medium,0.676880579
6878,medium,0.580357486
6879,medium,0.629996028
6880,medium,0.553145239
6883,medium,0.555738703
6884,medium,0.588789674
6885,medium,0.511206009
6891,medium,0.440280122
6892,medium,0.530850389
6894,medium,0.607703499
6897,medium,0.606482276
6900,medium,0.443057163
6901,medium,0.699201609
6902,medium,0.490599691
6903,medium,0.441874652
6904,medium,0.597895904
6905,medium,0.670118754
6906,medium,0.581042127
6907,medium,0.427985677
6908,medium,0.577263082
6909,medium,0.652924498
6910,medium,0.419814132
6911,medium,0.640774669
6912,medium,0.404874076
6913,medium,0.534533779
6914,medium,0.674248139
6915,medium,0.512242067
6916,medium,0.59459484
6917,medium,0.459508236
6918,medium,0.678548218
6919,medium,0.432938018
6920,medium,0.413746845
6921,medium,0.500520665
6922,medium,0.597503148
6923,medium,0.405949036
6924,medium,0.588879909
6925,medium,0.439669885
6926,medium,0.429603164
6927,medium,0.584761308
6928,medium,0.566797377
6929,medium,0.603596599
6930,medium,0.52248015
6931,medium,0.53293321
6932,medium,0.437328238
6933,medium,0.631070421
6934,medium,0.46887574
6935,medium,0.671233368
6936,medium,0.446760036
6937,medium,0.699916204
6938,medium,0.669350341
6939,medium,0.666458253
6940,medium,0.54558849
6941,medium,0.54727213
6942,medium,0.518792788
6943,medium,0.424745646
6944,medium,0.499842593
6945,medium,0.524186517
6946,medium,0.423350427
6947,medium,0.593700805
6948,medium,0.438653256
6949,medium,0.449368695
6950,medium,0.444115911
6951,medium,0.530875473
6952,medium,0.619613569
6953,medium,0.44035235
6954,medium,0.697068846
6955,medium,0.641300324
6956,medium,0.488669617
6957,medium,0.638666221
6958,medium,0.684773489
6959,medium,0.589808867
6960,medium,0.563266173
6961,medium,0.505941989
6962,medium,0.609391848
6963,medium,0.59712118
6964,medium,0.630029185
6965,medium,0.641557116
6966,medium,0.615517636
6967,medium,0.481860695
6968,medium,0.59285123
6969,medium,0.438292757
6970,medium,0.475091608
6971,medium,0.418927658
6972,medium,0.596110723
6973,medium,0.57709985
6974,medium,0.566155424
6975,medium,0.509870037
6976,medium,0.597378956
6977,medium,0.403810118
6978,medium,0.480051295
6979,medium,0.585276259
6980,medium,0.458786623
6981,medium,0.620559836
6982,medium,0.595140907
6983,medium,0.423483471
6984,medium,0.553392789
6985,medium,0.65692406
6986,medium,0.458661036
6987,medium,0.429115125
6988,medium,0.509159052
6989,medium,0.553963746
6990,medium,0.567674623
6991,medium,0.615960489
6992,medium,0.432792355
6993,medium,0.608247295
6994,medium,0.483775448
6995,medium,0.612834281
6996,medium,0.435462479
6997,medium,0.548080446
6998,medium,0.551641381
6999,medium,0.59054057
7000,medium,0.426705073
7001,medium,0.455667976
7002,medium,0.495942109
7003,medium,0.530742533
7004,medium,0.698102714
7005,medium,0.536141113
7006,medium,0.514465493
7007,medium,0.500620428
7008,medium,0.580609278
7009,medium,0.532958369
7010,medium,0.561798487
7011,medium,0.434069918
7012,medium,0.63571406
7013,medium,0.697336267
7014,medium,0.476591554
7015,medium,0.591193106
7016,medium,0.559380685
7017,medium,0.650583465
7018,medium,0.413695475
7019,medium,0.583516885
7020,medium,0.68351291
7021,medium,0.539882663
7022,medium,0.626763311
7023,medium,0.51222418
7024,medium,0.632742472
7025,medium,0.507522781
7026,medium,0.564523682
7027,medium,0.655874864
7028,medium,0.643594311
7029,medium,0.402641165
7030,medium,0.654182697
7031,medium,0.423046862
7032,medium,0.663428487
7033,medium,0.52555185
7034,medium,0.504681328
7035,medium,0.621461109
7036,medium,0.65471296
7037,medium,0.579888718
7038,medium,0.609761515
7039,medium,0.46091828
7040,medium,0.615626737
7041,medium,0.628650915
7042,medium,0.573365915
7043,medium,0.64625028
7044,medium,0.492054354
7045,medium,0.571500587
7046,medium,0.511246721
7047,medium,0.476215003
7048,medium,0.639295947
7049,medium,0.671232968
7050,medium,0.417559506
7051,medium,0.554021759
7052,medium,0.532448829
7053,medium,0.501681221
7054,medium,0.445822872
7055,medium,0.67415572
7056,medium,0.612239964
7057,medium,0.479384811
7058,medium,0.604082635
7059,medium,0.582761622
7060,medium,0.606006441
7061,medium,0.474635506
7062,medium,0.462862706
7063,medium,0.441035163
7064,medium,0.651561628
7065,medium,0.453231558
7066,medium,0.529344903
7067,medium,0.678629203
7068,medium,0.544639229
7069,medium,0.415859752
7070,medium,0.520682258
7071,medium,0.401784328
7072,medium,0.515877933
7073,medium,0.416790608
7074,medium,0.465442469
7075,medium,0.560285732
7076,medium,0.506901167
7077,medium,0.581685832
7078,medium,0.555236935
7079,medium,0.56952361
7080,medium,0.53206211
7081,medium,0.653176015
7082,medium,0.596814898
7083,medium,0.449437405
7084,medium,0.684696289
7085,medium,0.652248688
7086,medium,0.570283043
7087,medium,0.420463963
7088,medium,0.582228673
7089,medium,0.565753412
7090,medium,0.410160261
7091,medium,0.58687241
7092,medium,0.687368882
7093,medium,0.610227294
7094,medium,0.443711065
7095,medium,0.557027262
7096,medium,0.412995757
7097,medium,0.427550354
7098,medium,0.531360493
7099,medium,0.636977933
7100,medium,0.577890417
7101,medium,0.539715529
7102,medium,0.567195499
7103,medium,0.580084398
7104,medium,0.442780898
7105,medium,0.604599089
7106,medium,0.591813339
7107,medium,0.589391633
7108,medium,0.664375526
7109,medium,0.408602314
7110,medium,0.466312124
7111,medium,0.656900516
7112,medium,0.641969331
7113,medium,0.612503651
7114,medium,0.556837838
7115,medium,0.693174169
7116,medium,0.595398386
7117,medium,0.5066679
7118,medium,0.567911037
7119,medium,0.416618029
7120,medium,0.594239939
7121,medium,0.6276533
7122,medium,0.672859882
7123,medium,0.682612946
7124,medium,0.628137844
7125,medium,0.644942552
7126,medium,0.482516826
7127,medium,0.421228822
7128,medium,0.572181823
7129,medium,0.65932455
7130,medium,0.450493466
7131,medium,0.589282759
7132,medium,0.697719228
7133,medium,0.655172731
7134,medium,0.621775744
7135,medium,0.5185757
7136,medium,0.465119653
7137,medium,0.630586548
7138,medium,0.454468434
7139,medium,0.625531743
7140,medium,0.63752299
7141,medium,0.594609556
7142,medium,0.465542124
7143,medium,0.677224624
7144,medium,0.574343151
7145,medium,0.613839789
7146,medium,0.508408899
7147,medium,0.617563704
7148,medium,0.64159435
7149,medium,0.52903371
7150,medium,0.678314869
7151,medium,0.690389421
7152,medium,0.645884297
7153,medium,0.525876794
7154,medium,0.468858184
7155,medium,0.518518197
7156,medium,0.439888606
7157,medium,0.412260398
7158,medium,0.615615319
7159,medium,0.488578652
7160,medium,0.449021925
7161,medium,0.467496351
7162,medium,0.500516821
7163,medium,0.606146323
7164,medium,0.420539731
7165,medium,0.589419009
7166,medium,0.431267921
7167,medium,0.571970481
7168,medium,0.477267556
7169,medium,0.405820258
7170,medium,0.618261767
7171,medium,0.672654523
7172,medium,0.407403735
7173,medium,0.607076292
7174,medium,0.464636386
7175,medium,0.624867082
7176,medium,0.469966723
7177,medium,0.448127678
7178,medium,0.498968874
7179,medium,0.483170794
7180,medium,0.5412995
7181,medium,0.522876877
7182,medium,0.552169788
7183,medium,0.566155468
7184,medium,0.633437109
7185,medium,0.571182431
7186,medium,0.584926306
7187,medium,0.615618734
7188,medium,0.44266141
7189,medium,0.412075077
7190,medium,0.557912029
7191,medium,0.436325406
7192,medium,0.647173559
7193,medium,0.484444872
7194,medium,0.442122485
7195,medium,0.476633955
7196,medium,0.620652943
7197,medium,0.645318604
7198,medium,0.592651298
7199,medium,0.684363961
7200,medium,0.446691955
7201,medium,0.599163549
7202,medium,0.49675956
7203,medium,0.497096175
7204,medium,0.605554932
7205,medium,0.461595351
7206,medium,0.589074819
7207,medium,0.408430149
7208,medium,0.544101923
7209,medium,0.586459935
7210,medium,0.671243606
7211,medium,0.40510268
7212,medium,0.465185091
7213,medium,0.432609312
7214,medium,0.649760284
7215,medium,0.507951877
7216,medium,0.434669909
7217,medium,0.502303871
7218,medium,0.467904212
7219,medium,0.546117116
7220,medium,0.635549927
7221,medium,0.667691717
7222,medium,0.42172644
7223,medium,0.643648309
7224,medium,0.607709387
7225,medium,0.654246228
7226,medium,0.646102534
7227,medium,0.439863247
7228,medium,0.6617182
7229,medium,0.661485279
7230,medium,0.693336863
7231,medium,0.631635804
7232,medium,0.655302116
7233,medium,0.507672159
7234,medium,0.692784972
7235,medium,0.489878502
7236,medium,0.68071808
7237,medium,0.620271604
7238,medium,0.487155434
7239,medium,0.632697683
7240,medium,0.699683705
7241,medium,0.448578479
7242,medium,0.490083954
7243,medium,0.69336081
7244,medium,0.486883756
7245,medium,0.665472087
7246,medium,0.54281313
7247,medium,0.478568192
7248,medium,0.616142131
7249,medium,0.656482985
7250,medium,0.51101179
7251,medium,0.63708247
7252,medium,0.414856917
7253,medium,0.642976366
7254,medium,0.462048296
7255,medium,0.597156216
7256,medium,0.421406756
7257,medium,0.592105884
7258,medium,0.415798826
7259,medium,0.462646779
7260,medium,0.453786666
7261,medium,0.4641065
7262,medium,0.611172563
7263,medium,0.502922693
7264,medium,0.415222444
7265,medium,0.444707771
7266,medium,0.582541938
7267,medium,0.486677233
7268,medium,0.595932457
7269,medium,0.537120851
7270,medium,0.467613261
7271,medium,0.467673059
7272,medium,0.419071408
7273,medium,0.493596524
7274,medium,0.423728401
7275,medium,0.605673193
7276,medium,0.504171622
7277,medium,0.683821755
7278,medium,0.546487798
7279,medium,0.417334586
7280,medium,0.52250251
7281,medium,0.566546198
7282,medium,0.625585187
7283,medium,0.598307769
7284,medium,0.63903566
7285,medium,0.594890859
7286,medium,0.419089331
7287,medium,0.486141168
7288,medium,0.460070462
7289,medium,0.649139427
7290,medium,0.473163572
7291,medium,0.473150627
7292,medium,0.586409202
7293,medium,0.565976838
7294,medium,0.689324446
7295,medium,0.699180289
7296,medium,0.56039998
7297,medium,0.639162258
7298,medium,0.535011675
7299,medium,0.660217546
7300,medium,0.481348292
7301,medium,0.670352867
7302,medium,0.614915565
7303,medium,0.461458502
7304,medium,0.544726832
7305,medium,0.410020329
7306,medium,0.63852293
7307,medium,0.510370125
7308,medium,0.638268105
7309,medium,0.496656314
7310,medium,0.48310028
7311,medium,0.44660199
7312,medium,0.681372938
7313,medium,0.545655825
7314,medium,0.419974475
7315,medium,0.596745528
7316,medium,0.486560308
7317,medium,0.583886761
7318,medium,0.471775697
7319,medium,0.55375808
7320,medium,0.495410715
7321,medium,0.623823172
7322,medium,0.645479094
7323,medium,0.437136424
7324,medium,0.439965316
7325,medium,0.584196121
7326,medium,0.690149347
7327,medium,0.695590544
7328,medium,0.635223323
7329,medium,0.451258552
7330,medium,0.625158894
7331,medium,0.50427871
7332,medium,0.449540359
7333,medium,0.460524997
7334,medium,0.470066996
7335,medium,0.628056845
7336,medium,0.468245513
7337,medium,0.605258518
7338,medium,0.480893829
7339,medium,0.563064833
7340,medium,0.496008734
7341,medium,0.539855283
7342,medium,0.407191193
7343,medium,0.676381829
7344,medium,0.668724859
7345,medium,0.485047914
7346,medium,0.617892731
7347,medium,0.507374194
7348,medium,0.597660798
7349,medium,0.444275033
7350,medium,0.5346791
7351,medium,0.43848833
7352,medium,0.418148744
7353,medium,0.555138044
7354,medium,0.60050397
7355,medium,0.522928965
7356,medium,0.643268433
7357,medium,0.451767899
7358,medium,0.61868711
7359,medium,0.64828258
7360,medium,0.665989163
7361,medium,0.571091493
7362,medium,0.429911638
7363,medium,0.560998357
7364,medium,0.625661322
7365,medium,0.642695309
7366,medium,0.681217289
7367,medium,0.520342581
7368,medium,0.61997923
7369,medium,0.559340098
7370,medium,0.632170123
7371,medium,0.404848678
7372,medium,0.488793591
7373,medium,0.447068665
7374,medium,0.424610175
7375,medium,0.517736956
7376,medium,0.688602523
7377,medium,0.579980299
7378,medium,0.618362212
7379,medium,0.695308691
7380,medium,0.634577744
7381,medium,0.400474157
7382,medium,0.678665909
7383,medium,0.466020456
7384,medium,0.571772856
7385,medium,0.587614856
7386,medium,0.432012953
7387,medium,0.469891011
7388,medium,0.591588983
7389,medium,0.448964231
7390,medium,0.457965978
7391,medium,0.408709377
7395,medium,0.482311927
7401,medium,0.400879779
7404,medium,0.693086654
7406,medium,0.617648184
7409,medium,0.509964018
7411,medium,0.63348837
7415,medium,0.608622739
7417,medium,0.637510845
7419,medium,0.685623122
7420,medium,0.574432207
7421,medium,0.501190658
7422,medium,0.608343742
7423,medium,0.580172112
7424,medium,0.598012427
7431,medium,0.441597636
7433,medium,0.546538673
7438,medium,0.526436408
7442,medium,0.431416641
7451,medium,0.425476901
7453,medium,0.576209901
7454,medium,0.533878989
7455,medium,0.609624073
7456,medium,0.677505089
7457,medium,0.482883384
7458,medium,0.65867593
7459,medium,0.440284701
7460,medium,0.680736778
7461,medium,0.535438243
7462,medium,0.41878635
7463,medium,0.400331977
7464,medium,0.53965623
7465,medium,0.548200961
7466,medium,0.459992293
7467,medium,0.41331542
7468,medium,0.676728799
7469,medium,0.403259716
7470,medium,0.477501222
7471,medium,0.448898234
7472,medium,0.409899501
7473,medium,0.696536275
7474,medium,0.65618176
7475,medium,0.410529694
7476,medium,0.635356899
7477,medium,0.450456948
7478,medium,0.436012144
7479,medium,0.464170269
7480,medium,0.602488073
7481,medium,0.438540979
7482,medium,0.543353446
7483,medium,0.565708555
7484,medium,0.499244218
7485,medium,0.68691566
7486,medium,0.404948652
7487,medium,0.434301367
7488,medium,0.661220492
7489,medium,0.442114479
